file,line,products,leak_class,line_text
lib/codex_mcp_config_doctor.ml,206,agent-code,symbol_reference,"            stage ""codex_auth_model"" Stage_skip"
lib/codex_mcp_config_doctor.ml,210,agent-code,symbol_reference,"            stage ""codex_auth_model"" Stage_pass"
lib/codex_mcp_config_doctor.ml,214,agent-code,symbol_reference,"            stage ""codex_auth_model"" Stage_fail"
lib/codex_mcp_config_doctor.ml,217,agent-code,symbol_reference,"            stage ""codex_auth_model"" Stage_fail"
lib/codex_mcp_config_doctor.ml,222,agent-code,symbol_reference,"            stage ""codex_auth_model"" Stage_fail"
lib/codex_mcp_config_doctor.ml,225,agent-code,symbol_reference,"            stage ""codex_auth_model"" Stage_fail"
lib/codex_mcp_config_doctor.ml,231,agent-code,needs_review,"            stage ""codex_http_headers"" Stage_skip"
lib/codex_mcp_config_doctor.ml,234,agent-code,needs_review,"            stage ""codex_http_headers"" Stage_pass"
lib/codex_mcp_config_doctor.ml,237,agent-code,needs_review,"            stage ""codex_http_headers"" Stage_fail"
lib/codex_mcp_config_doctor.ml,240,agent-code,needs_review,"            stage ""codex_http_headers"" Stage_fail"
lib/codex_mcp_config_doctor.ml,246,agent-code,needs_review,"            stage ""codex_agent_header"" Stage_skip"
lib/codex_mcp_config_doctor.ml,249,agent-code,needs_review,"            stage ""codex_agent_header"" Stage_pass"
lib/codex_mcp_config_doctor.ml,250,agent-code,header_or_env_literal,"              ""X-MASC-Agent identifies agent-code-mcp-client"""
lib/codex_mcp_config_doctor.ml,252,agent-code,needs_review,"            stage ""codex_agent_header"" Stage_warn"
lib/codex_mcp_config_doctor.ml,253,agent-code,header_or_env_literal,"              ""X-MASC-Agent is present but not agent-code-mcp-client"""
lib/codex_mcp_config_doctor.ml,255,agent-code,needs_review,"            stage ""codex_agent_header"" Stage_warn"
lib/codex_mcp_config_doctor.ml,256,agent-code,header_or_env_literal,"              ""missing X-MASC-Agent=agent-code-mcp-client header"""
lib/codex_mcp_config_doctor.ml,288,agent-code,symbol_reference,"        stage ""codex_config_file"" Stage_fail"
lib/codex_mcp_config_doctor.ml,289,agent-code,user_msg_string,"          (Printf.sprintf ""Agent-Code config file does not exist: %s"" config_path);"
lib/codex_mcp_config_doctor.ml,290,agent-code,symbol_reference,"        stage ""codex_config_parse"" Stage_skip"
lib/codex_mcp_config_doctor.ml,291,agent-code,user_msg_string,"          ""skipped because Agent-Code config file is missing"";"
lib/codex_mcp_config_doctor.ml,292,agent-code,needs_review,"        stage ""codex_server_config"" Stage_skip"
lib/codex_mcp_config_doctor.ml,293,agent-code,user_msg_string,"          ""skipped because Agent-Code config file is missing"";"
lib/codex_mcp_config_doctor.ml,294,agent-code,symbol_reference,"        stage ""codex_auth_model"" Stage_skip"
lib/codex_mcp_config_doctor.ml,295,agent-code,user_msg_string,"          ""skipped because Agent-Code config file is missing"";"
lib/codex_mcp_config_doctor.ml,296,agent-code,needs_review,"        stage ""codex_http_headers"" Stage_skip"
lib/codex_mcp_config_doctor.ml,297,agent-code,user_msg_string,"          ""skipped because Agent-Code config file is missing"";"
lib/codex_mcp_config_doctor.ml,298,agent-code,needs_review,"        stage ""codex_agent_header"" Stage_skip"
lib/codex_mcp_config_doctor.ml,299,agent-code,user_msg_string,"          ""skipped because Agent-Code config file is missing"";"
lib/codex_mcp_config_doctor.ml,310,agent-code,symbol_reference,"            stage ""codex_config_file"" Stage_fail"
lib/codex_mcp_config_doctor.ml,313,agent-code,symbol_reference,"            stage ""codex_config_parse"" Stage_skip"
lib/codex_mcp_config_doctor.ml,314,agent-code,user_msg_string,"              ""skipped because Agent-Code config file could not be read"";"
lib/codex_mcp_config_doctor.ml,315,agent-code,needs_review,"            stage ""codex_server_config"" Stage_skip"
lib/codex_mcp_config_doctor.ml,316,agent-code,user_msg_string,"              ""skipped because Agent-Code config file could not be read"";"
lib/codex_mcp_config_doctor.ml,317,agent-code,symbol_reference,"            stage ""codex_auth_model"" Stage_skip"
lib/codex_mcp_config_doctor.ml,318,agent-code,user_msg_string,"              ""skipped because Agent-Code config file could not be read"";"
lib/codex_mcp_config_doctor.ml,319,agent-code,needs_review,"            stage ""codex_http_headers"" Stage_skip"
lib/codex_mcp_config_doctor.ml,320,agent-code,user_msg_string,"              ""skipped because Agent-Code config file could not be read"";"
lib/codex_mcp_config_doctor.ml,321,agent-code,needs_review,"            stage ""codex_agent_header"" Stage_skip"
lib/codex_mcp_config_doctor.ml,322,agent-code,user_msg_string,"              ""skipped because Agent-Code config file could not be read"";"
lib/codex_mcp_config_doctor.ml,331,agent-code,symbol_reference,"          stage ""codex_config_file"" Stage_fail"
lib/codex_mcp_config_doctor.ml,332,agent-code,header_or_env_literal,"            ""HOME and MASC_AGENT-CODE_CONFIG_PATH are unset"";"
lib/codex_mcp_config_doctor.ml,333,agent-code,symbol_reference,"          stage ""codex_config_parse"" Stage_skip"
lib/codex_mcp_config_doctor.ml,334,agent-code,user_msg_string,"            ""skipped because Agent-Code config path is unknown"";"
lib/codex_mcp_config_doctor.ml,335,agent-code,needs_review,"          stage ""codex_server_config"" Stage_skip"
lib/codex_mcp_config_doctor.ml,336,agent-code,user_msg_string,"            ""skipped because Agent-Code config path is unknown"";"
lib/codex_mcp_config_doctor.ml,337,agent-code,symbol_reference,"          stage ""codex_auth_model"" Stage_skip"
lib/codex_mcp_config_doctor.ml,338,agent-code,user_msg_string,"            ""skipped because Agent-Code config path is unknown"";"
lib/codex_mcp_config_doctor.ml,339,agent-code,needs_review,"          stage ""codex_http_headers"" Stage_skip"
lib/codex_mcp_config_doctor.ml,340,agent-code,user_msg_string,"            ""skipped because Agent-Code config path is unknown"";"
lib/codex_mcp_config_doctor.ml,341,agent-code,needs_review,"          stage ""codex_agent_header"" Stage_skip"
lib/codex_mcp_config_doctor.ml,342,agent-code,user_msg_string,"            ""skipped because Agent-Code config path is unknown"";"
lib/codex_mcp_config_doctor.ml,391,agent-code,user_msg_string,"               (Printf.sprintf ""Agent-Code MCP pipeline %s: %s"" stage.name"
lib/codex_mcp_config_doctor.ml,407,agent-code,symbol_reference,"    (if has_stage ""codex_config_file"" then"
lib/codex_mcp_config_doctor.ml,409,agent-code,header_or_env_literal,"         ""Set MASC_AGENT-CODE_CONFIG_PATH or HOME so doctor auth can inspect the Agent-Code MCP config file."""
lib/codex_mcp_config_doctor.ml,412,agent-code,needs_review,"    (if has_stage ""codex_server_config"" then"
lib/codex_mcp_config_doctor.ml,414,agent-code,user_msg_string,"         ""Create a [mcp_servers.masc] entry in Agent-Code config; MASC does not use `agent-code mcp login` OAuth."""
lib/codex_mcp_config_doctor.ml,417,agent-code,symbol_reference,"    (if has_stage ""codex_auth_model"" then"
lib/codex_mcp_config_doctor.ml,422,agent-code,needs_review,"    (if has_stage ""codex_http_headers"" then"
lib/codex_mcp_config_doctor.ml,427,agent-code,needs_review,"    (if has_stage ""codex_agent_header"" then"
lib/codex_mcp_config_doctor.ml,429,agent-code,header_or_env_literal,"         ""Set [mcp_servers.masc].http_headers.X-MASC-Agent=\""agent-code-mcp-client\"" for config/runtime attribution."""
lib/codex_mcp_config_doctor.mli,1,agent-code,docstring,(** Codex_mcp_config_doctor — diagnose the Agent-Code MCP client config.
lib/codex_mcp_config_doctor.mli,3,agent-code,path_template,    Reads [<HOME>/.agent-code/config.toml] (or whatever
lib/codex_mcp_config_doctor.mli,4,agent-code,header_or_env_literal,    [MASC_AGENT-CODE_CONFIG_PATH] points at) and produces a {!type-t}
lib/codex_mcp_config_doctor.mli,16,agent-code,symbol_reference,    [codex_config_path_env_key]) are hidden — callers consume the
lib/codex_mcp_config_doctor.mli,52,agent-code,docstring,(** Build a report from the resolved Agent-Code config path. When neither
lib/codex_mcp_config_doctor.mli,53,agent-code,header_or_env_literal,"    [HOME] nor [MASC_AGENT-CODE_CONFIG_PATH] is set, every dependent stage"
lib/codex_mcp_config_doctor.mli,60,agent-code,needs_review,    [Agent-Code MCP pipeline <stage>: <detail>] for stages whose status
lib/auth_doctor.ml,17,agent-code,binding_name,type codex_mcp = {
lib/auth_doctor.ml,28,agent-code,module_reference,  config : Codex_mcp_config_doctor.t;
lib/auth_doctor.ml,70,agent-code,symbol_reference,  codex_mcp : codex_mcp;
lib/auth_doctor.ml,87,agent-code,binding_name,"let codex_mcp_token_env_var = ""MASC_MCP_TOKEN"""
lib/auth_doctor.ml,89,agent-code,binding_name,let codex_mcp_login_note =
lib/auth_doctor.ml,90,agent-code,user_msg_string,"  ""`agent-code mcp login` is OAuth-only; masc-mcp uses bearer token auth."""
lib/auth_doctor.ml,101,agent-code,string_literal,"      client_name = ""agent-code"";"
lib/auth_doctor.ml,102,agent-code,header_or_env_literal,"      agent_name = ""agent-code-mcp-client"";"
lib/auth_doctor.ml,103,agent-code,symbol_reference,      token_env_var = codex_mcp_token_env_var;
lib/auth_doctor.ml,111,provider-f,string_literal,"      client_name = ""provider-f"";"
lib/auth_doctor.ml,112,provider-f,string_literal,"      agent_name = ""provider-f"";"
lib/auth_doctor.ml,113,provider-f,header_or_env_literal,"      token_env_var = ""MASC_PROVIDER-F_MCP_TOKEN"";"
lib/auth_doctor.ml,178,agent-code,string_literal,"    Some ""agent-code"";"
lib/auth_doctor.ml,179,agent-code,header_or_env_literal,"    Some ""agent-code-mcp-client"";"
lib/auth_doctor.ml,259,agent-code,binding_name,let codex_mcp_report ~base_path =
lib/auth_doctor.ml,260,agent-code,module_reference,  let config = Codex_mcp_config_doctor.analyze_default () in
lib/auth_doctor.ml,262,agent-code,symbol_reference,    Sys.getenv_opt codex_mcp_token_env_var |> Env_config_core.trim_opt
lib/auth_doctor.ml,268,agent-code,symbol_reference,        token_env_var = codex_mcp_token_env_var;
lib/auth_doctor.ml,275,agent-code,symbol_reference,        login_note = codex_mcp_login_note;
lib/auth_doctor.ml,284,agent-code,symbol_reference,            token_env_var = codex_mcp_token_env_var;
lib/auth_doctor.ml,292,agent-code,symbol_reference,            login_note = codex_mcp_login_note;
lib/auth_doctor.ml,299,agent-code,symbol_reference,            token_env_var = codex_mcp_token_env_var;
lib/auth_doctor.ml,306,agent-code,symbol_reference,            login_note = codex_mcp_login_note;
lib/auth_doctor.ml,419,agent-code,binding_name,  let codex_mcp = codex_mcp_report ~base_path in
lib/auth_doctor.ml,433,agent-code,binding_name,"  let agent-code = Auth.load_credential base_path ""agent-code"" in"
lib/auth_doctor.ml,434,agent-code,binding_name,  let codex_mcp_client =
lib/auth_doctor.ml,435,agent-code,header_or_env_literal,"    Auth.load_credential base_path ""agent-code-mcp-client"""
lib/auth_doctor.ml,470,agent-code,needs_review,      (match agent-code with
lib/auth_doctor.ml,474,agent-code,string_literal,"                ""agent-code is role=%s, so requests authenticated as agent-code cannot satisfy %s."""
lib/auth_doctor.ml,478,agent-code,symbol_reference,      (match codex_mcp_client with
lib/auth_doctor.ml,482,agent-code,header_or_env_literal,"                ""agent-code-mcp-client is role=%s, so dashboard save flows using that bearer will fail on admin-only routes such as POST /api/v1/"
lib/auth_doctor.ml,491,agent-code,symbol_reference,         match codex_mcp.token_status with
lib/auth_doctor.ml,494,agent-code,user_msg_string,"               ""Agent-Code MCP bearer env var MASC_MCP_TOKEN is unset; Agent-Code should use bearer_token_env_var, not `agent-code mcp login`."""
lib/auth_doctor.ml,497,agent-code,user_msg_string,"               ""Agent-Code MCP bearer env var MASC_MCP_TOKEN is set, but it does not resolve to a live credential in this base path."""
lib/auth_doctor.ml,507,agent-code,module_reference,         @ Codex_mcp_config_doctor.warnings codex_mcp.config)
lib/auth_doctor.ml,527,agent-code,symbol_reference,          && (match codex_mcp_client with
lib/auth_doctor.ml,531,agent-code,header_or_env_literal,"           ""Use dashboard-dev or another admin bearer for POST /api/v1/cascade/config/raw; the agent-code-mcp-client worker bearer cannot satisfy"
lib/auth_doctor.ml,547,agent-code,symbol_reference,"          && not (String.equal codex_mcp.token_status ""live"") then"
lib/auth_doctor.ml,549,agent-code,header_or_env_literal,"           ""For Agent-Code MCP, run `masc-mcp login --agent agent-code-mcp-client --role worker --shell` and export MASC_MCP_TOKEN; do not run `agent-code "
lib/auth_doctor.ml,552,agent-code,user_msg_string,"      Some ""For Agent-Code MCP pipeline drift, inspect the codex_mcp.config.stages section from `masc-mcp doctor auth --json`."";"
lib/auth_doctor.ml,559,agent-code,module_reference,         @ Codex_mcp_config_doctor.next_actions codex_mcp.config)
lib/auth_doctor.ml,594,agent-code,symbol_reference,    codex_mcp;
lib/auth_doctor.ml,614,agent-code,binding_name,let codex_mcp_to_yojson codex_mcp =
lib/auth_doctor.ml,617,agent-code,symbol_reference,"      (""server_name"", `String codex_mcp.server_name);"
lib/auth_doctor.ml,618,agent-code,symbol_reference,"      (""auth_model"", `String codex_mcp.auth_model);"
lib/auth_doctor.ml,619,agent-code,symbol_reference,"      (""token_env_var"", `String codex_mcp.token_env_var);"
lib/auth_doctor.ml,620,agent-code,symbol_reference,"      (""token_env_configured"", `Bool codex_mcp.token_env_configured);"
lib/auth_doctor.ml,621,agent-code,symbol_reference,"      (""token_status"", `String codex_mcp.token_status);"
lib/auth_doctor.ml,622,agent-code,symbol_reference,"      (option_field ""token_agent"" codex_mcp.token_agent);"
lib/auth_doctor.ml,623,agent-code,symbol_reference,"      (option_field ""token_role"" codex_mcp.token_role);"
lib/auth_doctor.ml,625,agent-code,symbol_reference,        match codex_mcp.token_can_read_state with
lib/auth_doctor.ml,628,agent-code,symbol_reference,"      (""login_supported"", `Bool codex_mcp.login_supported);"
lib/auth_doctor.ml,629,agent-code,symbol_reference,"      (""login_note"", `String codex_mcp.login_note);"
lib/auth_doctor.ml,630,agent-code,module_reference,"      (""config"", Codex_mcp_config_doctor.to_yojson codex_mcp.config);"
lib/auth_doctor.ml,693,agent-code,symbol_reference,"      (""codex_mcp"", codex_mcp_to_yojson report.codex_mcp);"
lib/auth_doctor.ml,773,agent-code,symbol_reference,"  add_line ""codex_mcp:"";"
lib/auth_doctor.ml,775,agent-code,symbol_reference,"    (Printf.sprintf ""- server_name: %s"" report.codex_mcp.server_name);"
lib/auth_doctor.ml,777,agent-code,symbol_reference,"    (Printf.sprintf ""- auth_model: %s"" report.codex_mcp.auth_model);"
lib/auth_doctor.ml,780,agent-code,symbol_reference,       report.codex_mcp.token_env_var);
lib/auth_doctor.ml,783,agent-code,symbol_reference,       (yes_no report.codex_mcp.token_env_configured));
lib/auth_doctor.ml,786,agent-code,symbol_reference,       report.codex_mcp.token_status);
lib/auth_doctor.ml,789,agent-code,symbol_reference,       (option_value report.codex_mcp.token_agent));
lib/auth_doctor.ml,792,agent-code,symbol_reference,       (option_value report.codex_mcp.token_role));
lib/auth_doctor.ml,795,agent-code,symbol_reference,       (match report.codex_mcp.token_can_read_state with
lib/auth_doctor.ml,800,agent-code,symbol_reference,       (yes_no report.codex_mcp.login_supported));
lib/auth_doctor.ml,801,agent-code,symbol_reference,"  add_line (Printf.sprintf ""- login_note: %s"" report.codex_mcp.login_note);"
lib/auth_doctor.ml,805,agent-code,symbol_reference,       (option_value report.codex_mcp.config.config_path));
lib/auth_doctor.ml,808,agent-code,symbol_reference,       (yes_no report.codex_mcp.config.file_present));
lib/auth_doctor.ml,811,agent-code,symbol_reference,       (match report.codex_mcp.config.server_names with
lib/auth_doctor.ml,816,agent-code,module_reference,    (fun (stage : Codex_mcp_config_doctor.stage) ->
lib/auth_doctor.ml,819,agent-code,module_reference,           (Codex_mcp_config_doctor.stage_status_to_string stage.status)
lib/auth_doctor.ml,821,agent-code,symbol_reference,    report.codex_mcp.config.stages;
lib/auth_doctor.mli,9,agent-code,symbol_reference,"    \[admin_token_env_state] enum, [codex_mcp_token_env_var] /"
lib/auth_doctor.mli,10,agent-code,symbol_reference,"    [codex_mcp_login_note] pinned literals,"
lib/auth_doctor.mli,17,agent-code,symbol_reference,"    [codex_mcp_report], MCP client identity checks, plus the per-record yojson encoders"
lib/auth_doctor.mli,18,agent-code,symbol_reference,"    ([watched_agent_to_yojson], [codex_mcp_to_yojson])."
lib/auth_doctor.mli,47,agent-code,binding_name,type codex_mcp = {
lib/auth_doctor.mli,58,agent-code,module_reference,  config : Codex_mcp_config_doctor.t;
lib/auth_doctor.mli,60,agent-code,docstring,(** Agent-Code MCP wiring snapshot.  [login_note] documents that
lib/auth_doctor.mli,61,agent-code,needs_review,    [agent-code mcp login] is OAuth-only while masc-mcp uses bearer
lib/auth_doctor.mli,79,agent-code|provider-f,docstring,(** Per-client MCP identity readiness for local Agent-Code/Agent-LLM-A/Provider-F
lib/auth_doctor.mli,109,agent-code,symbol_reference,  codex_mcp : codex_mcp;
lib/auth_doctor.mli,135,agent-code,module_reference,    + Agent-Code MCP config via {!Codex_mcp_config_doctor}.
lib/auth_doctor.mli,136,agent-code|provider-f,needs_review,"    + Local MCP client identities for Agent-Code, Agent-LLM-A, and Provider-F."
lib/server/server_runtime_bootstrap.ml,26,provider-f,needs_review,"  let policy_path = ""/tmp/provider-f_headless_admin_policy.json"" in"
lib/server/server_runtime_bootstrap.ml,30,provider-f,needs_review,"  Unix.putenv ""OAS_CLI_TOOL_C_ADMIN_POLICY"" policy_path"
lib/server/server_runtime_bootstrap.ml,679,agent-code,binding_name,"let sync_codex_mcp_config_env_key = ""MASC_SYNC_AGENT-CODE_MCP_CONFIG"""
lib/server/server_runtime_bootstrap.ml,680,agent-code,binding_name,"let codex_config_path_env_key = ""MASC_AGENT-CODE_CONFIG_PATH"""
lib/server/server_runtime_bootstrap.ml,682,agent-code,binding_name,type codex_mcp_config_sync_status =
lib/server/server_runtime_bootstrap.ml,683,agent-code,needs_review,  | Codex_mcp_config_updated
lib/server/server_runtime_bootstrap.ml,684,agent-code,needs_review,  | Codex_mcp_config_unchanged
lib/server/server_runtime_bootstrap.ml,685,agent-code,needs_review,  | Codex_mcp_config_server_missing
lib/server/server_runtime_bootstrap.ml,686,agent-code,needs_review,  | Codex_mcp_config_header_missing
lib/server/server_runtime_bootstrap.ml,760,agent-code,binding_name,let codex_mcp_headers_line indent =
lib/server/server_runtime_bootstrap.ml,762,agent-code,header_or_env_literal,"    ""%shttp_headers = { \""Accept\"" = \""application/json, text/event-stream\"", \""X-MASC-Agent\"" = \""agent-code-mcp-client\"" }"""
lib/server/server_runtime_bootstrap.ml,765,agent-code,binding_name,let codex_mcp_bearer_env_line indent =
lib/server/server_runtime_bootstrap.ml,768,agent-code,binding_name,let sync_codex_mcp_auth_header_content content =
lib/server/server_runtime_bootstrap.ml,777,agent-code,symbol_reference,"        (codex_mcp_headers_line """" :: acc, true, true)"
lib/server/server_runtime_bootstrap.ml,783,agent-code,symbol_reference,"        (codex_mcp_bearer_env_line """" :: acc, true, true)"
lib/server/server_runtime_bootstrap.ml,800,agent-code,needs_review,            Codex_mcp_config_server_missing
lib/server/server_runtime_bootstrap.ml,802,agent-code,needs_review,            Codex_mcp_config_header_missing
lib/server/server_runtime_bootstrap.ml,804,agent-code,needs_review,            Codex_mcp_config_updated
lib/server/server_runtime_bootstrap.ml,806,agent-code,needs_review,            Codex_mcp_config_unchanged
lib/server/server_runtime_bootstrap.ml,842,agent-code,symbol_reference,            let next = codex_mcp_headers_line (leading_indent line) in
lib/server/server_runtime_bootstrap.ml,848,agent-code,symbol_reference,            let next = codex_mcp_bearer_env_line (leading_indent line) in
lib/server/server_runtime_bootstrap.ml,869,agent-code,binding_name,let codex_config_path_opt () =
lib/server/server_runtime_bootstrap.ml,870,agent-code,symbol_reference,  match Sys.getenv_opt codex_config_path_env_key |> Env_config_core.trim_opt with
lib/server/server_runtime_bootstrap.ml,874,agent-code,path_template,"        (fun home -> Filename.concat home "".agent-code/config.toml"")"
lib/server/server_runtime_bootstrap.ml,877,agent-code,binding_name,let sync_codex_mcp_config ~agent_name =
lib/server/server_runtime_bootstrap.ml,880,agent-code,needs_review,      (Env_config_core.get_bool ~default:false sync_codex_mcp_config_env_key)
lib/server/server_runtime_bootstrap.ml,884,agent-code,symbol_reference,    match codex_config_path_opt () with
lib/server/server_runtime_bootstrap.ml,887,agent-code,user_msg_string,"          ""startup skipped Agent-Code MCP config sync: HOME is not set"""
lib/server/server_runtime_bootstrap.ml,891,agent-code,user_msg_string,"            ""startup skipped Agent-Code MCP config sync: %s does not exist"""
lib/server/server_runtime_bootstrap.ml,896,agent-code,needs_review,"            let updated, status = sync_codex_mcp_auth_header_content content in"
lib/server/server_runtime_bootstrap.ml,898,agent-code,needs_review,             | Codex_mcp_config_updated ->
lib/server/server_runtime_bootstrap.ml,901,agent-code,user_msg_string,"                   ""startup synced Agent-Code MCP bearer-token env config for %s in %s"""
lib/server/server_runtime_bootstrap.ml,903,agent-code,needs_review,             | Codex_mcp_config_unchanged ->
lib/server/server_runtime_bootstrap.ml,905,agent-code,user_msg_string,"                   ""startup Agent-Code MCP bearer-token env config already current for %s"""
lib/server/server_runtime_bootstrap.ml,907,agent-code,needs_review,             | Codex_mcp_config_server_missing ->
lib/server/server_runtime_bootstrap.ml,909,agent-code,user_msg_string,"                   ""startup skipped Agent-Code MCP config sync: [mcp_servers.masc] missing in %s"""
lib/server/server_runtime_bootstrap.ml,911,agent-code,needs_review,             | Codex_mcp_config_header_missing ->
lib/server/server_runtime_bootstrap.ml,913,agent-code,user_msg_string,"                   ""startup skipped Agent-Code MCP config sync: masc http_headers missing in %s"""
lib/server/server_runtime_bootstrap.ml,919,agent-code,user_msg_string,"                ""startup failed Agent-Code MCP config sync for %s: %s"""
lib/server/server_runtime_bootstrap.ml,1002,agent-code,header_or_env_literal,"  if String.equal agent_name ""agent-code-mcp-client"" then"
lib/server/server_runtime_bootstrap.ml,1003,agent-code,needs_review,    sync_codex_mcp_config ~agent_name
lib/server/server_runtime_bootstrap.ml,1007,agent-code,header_or_env_literal,"    (""agent-code-mcp-client"", Masc_domain.Worker);"
lib/server/server_runtime_bootstrap.ml,1009,provider-f,string_literal,"    (""provider-f"", Masc_domain.Worker);"
